A1,A1Label,Rel,A2,A2Label,Count
MFOEM:000001,emotion process,Type of,BCIO:006019,belief about consequences of behaviour,1
BCIO:006042,normative belief,Type of,BCIO:006019,belief about consequences of behaviour,1
BCIO:006305,belief about susceptibility to a threat,Influences (*),BCIO:006306,belief about threat,1
BCIO:006030,belief about severity of an outcome,Influences (*),BCIO:006306,belief about threat,1
BCIO:050936,awareness of standards,Part of,BCIO:006103,self-regulation of behaviour,1
BCIO:006137,self-monitoring,Part of,BCIO:006103,self-regulation of behaviour,1
BCIO:050268,self-regulation process,Part of,BCIO:006103,self-regulation of behaviour,1
BCIO:050924,behaviour non-intender,Part of,BCIO:006016,behavioural intention,1
BCIO:006154,self-efficacy belief for a behaviour,Part of,BCIO:006016,behavioural intention,1
BCIO:006306,belief about threat,Part of,BCIO:006016,behavioural intention,1
BCIO:006019,belief about consequences of behaviour,Part of,BCIO:006016,behavioural intention,1
BCIO:050844,action planning,Type of,MF:0000027,planning,1
BCIO:050624,coping planning,Type of,MF:0000027,planning,1
BCIO:050923,behaviour intender,Part of,BCIO:036000,individual human behaviour,1
BCIO:050922,behaviour enacter,Part of,BCIO:036000,individual human behaviour,1
BCIO:006103,self-regulation of behaviour,Part of,BCIO:036000,individual human behaviour,1
MF:0000027,planning,Part of,BCIO:036000,individual human behaviour,1
BCIO:050584,behavioural recovery self-efficacy,Part of,BCIO:036000,individual human behaviour,1
BCIO:050576,behaviour maintenance self-efficacy,Part of,BCIO:036000,individual human behaviour,1
BCIO:050576,behaviour maintenance self-efficacy,Type of,BCIO:006154,self-efficacy belief for a behaviour,1
BCIO:050584,behavioural recovery self-efficacy,Type of,BCIO:006154,self-efficacy belief for a behaviour,1
BCIO:050219,belief about health consequences of behaviour,Correlates with,BCIO:050218,belief about emotional consequences of behaviour,1
BCIO:050218,belief about emotional consequences of behaviour,Correlates with,BCIO:006020,belief about social consequences of behaviour,1
BCIO:006020,belief about social consequences of behaviour,Correlates with,BCIO:006154,self-efficacy belief for a behaviour,1
BCIO:006154,self-efficacy belief for a behaviour,Correlates with,BCIO:050218,belief about emotional consequences of behaviour,1
BCIO:006019,belief about consequences of behaviour,Influences,BCIO:006049,goal,1
BCIO:006049,goal,Correlates with,BCIO:006019,belief about consequences of behaviour,1
BCIO:006306,belief about threat,Influences,BCIO:006049,goal,1
BCIO:006086,behavioural opportunity,Influences,BCIO:006306,belief about threat,1
ENVO:01000254,environmental system,Influences,BCIO:006306,belief about threat,1
BCIO:050300,personal attribute,Influences,BCIO:006306,belief about threat,1
BCIO:006086,behavioural opportunity,Influences,BCIO:006019,belief about consequences of behaviour,1
ENVO:01000254,environmental system,Influences,BCIO:006019,belief about consequences of behaviour,1
BCIO:050300,personal attribute,Influences,BCIO:006019,belief about consequences of behaviour,1
BCIO:050768,self-regulation through behavioural feedback,Part of,BCIO:050268,self-regulation process,1
BCIO:006019,belief about consequences of behaviour,Part of,BCIO:050268,self-regulation process,1
BCIO:006043,self-efficacy belief for a behaviour and its associated outcomes,Part of,BCIO:050268,self-regulation process,1
BCIO:050218,belief about emotional consequences of behaviour,Part of,BCIO:006019,belief about consequences of behaviour,1
BCIO:006020,belief about social consequences of behaviour,Part of,BCIO:006019,belief about consequences of behaviour,1
BCIO:006307,extrinsic motivation,Influences,BCIO:006105,introjected self-regulation,1
BCIO:006105,introjected self-regulation,Transitions to,BCIO:006307,extrinsic motivation,1
BCIO:006105,introjected self-regulation,Negatively influences,BCIO:050805,behaviour pattern maintenance,1
BCIO:006307,extrinsic motivation,Negatively influences,BCIO:050805,behaviour pattern maintenance,1
BCIO:006107,value-congruent self-regulation,Positively influences,BCIO:050805,behaviour pattern maintenance,1
BCIO:006105,introjected self-regulation,Transitions to,BCIO:006107,value-congruent self-regulation,1
BCIO:006133,behavioural motivation,Influences,BCIO:050665,feeling social pressure,1
BCIO:006034,belief about choice over a behaviour,Influences,BCIO:006307,extrinsic motivation,1
BCIO:050665,feeling social pressure,Influences,BCIO:006307,extrinsic motivation,1
BCIO:006034,belief about choice over a behaviour,Influences,BCIO:006105,introjected self-regulation,1
BCIO:050665,feeling social pressure,Influences,BCIO:006105,introjected self-regulation,1
BCIO:006034,belief about choice over a behaviour,Influences,BCIO:006107,value-congruent self-regulation,1
BCIO:006146,belief about social support,Influences,BCIO:006107,value-congruent self-regulation,1
BCIO:006133,behavioural motivation,Influences,BCIO:006146,belief about social support,1
BCIO:006065,need for autonomy,Part of,BCIO:050767,self-motive,1
BCIO:006067,need for a sense of safety,Part of,BCIO:050767,self-motive,1
ADDICTO:0000399,self-identity,Part of,BCIO:050767,self-motive,1
BCIO:006069,need to feel competent,Part of,BCIO:006133,behavioural motivation,1
BCIO:006043,self-efficacy belief for a behaviour and its associated outcomes,Part of,BCIO:006069,need to feel competent,1
BCIO:050767,self-motive,Part of,BCIO:006133,behavioural motivation,1
BCIO:050893,socio-demographic characteristic,Influences,BCIO:050607,belief about the positive health consequences of a behaviour,1
BCIO:050893,socio-demographic characteristic,Influences,BCIO:006017,belief about barriers to a behaviour,1
BCIO:050893,socio-demographic characteristic,Influences,BCIO:006154,self-efficacy belief for a behaviour,1
MF:0000032,bodily disposition,Influences,BCIO:050607,belief about the positive health consequences of a behaviour,1
ENVO:01000452,environmental disposition,Influences,BCIO:050607,belief about the positive health consequences of a behaviour,1
MF:0000032,bodily disposition,Influences,BCIO:006017,belief about barriers to a behaviour,1
ENVO:01000452,environmental disposition,Influences,BCIO:006017,belief about barriers to a behaviour,1
MF:0000032,bodily disposition,Influences,BCIO:006154,self-efficacy belief for a behaviour,1
ENVO:01000452,environmental disposition,Influences,BCIO:006154,self-efficacy belief for a behaviour,1
BCIO:050607,belief about the positive health consequences of a behaviour,Positively influences,BCIO:050819,harm preventing behaviour,1
BCIO:006017,belief about barriers to a behaviour,Negatively influences,BCIO:050819,harm preventing behaviour,1
BCIO:006154,self-efficacy belief for a behaviour,Positively influences,BCIO:050819,harm preventing behaviour,1
BCIO:050597,belief about severity of health condition,Part of,BCIO:006306,belief about threat,1
BCIO:050300,personal attribute,Influences,BCIO:050821,health-promoting behaviour,1
BCIO:050300,personal attribute,Influences,MF:0000008,cognitive process,1
BCIO:050300,personal attribute,Influences,MF:0000033,mental disposition,1
BCIO:050481,past behaviour,Influences,MF:0000008,cognitive process,1
BCIO:050481,past behaviour,Influences,MF:0000033,mental disposition,1
BCIO:050481,past behaviour,Influences,MFOEM:000195,affective process,1
BCIO:050481,past behaviour,Influences,BCIO:050821,health-promoting behaviour,1
BCIO:050648,evaluative belief about the positive consequences of a behaviour,Positively influences,BCIO:006016,behavioural intention,1
BCIO:050648,evaluative belief about the positive consequences of a behaviour,Positively influences,MF:0000027,planning,1
BCIO:050647,evaluative belief about the negative consequences of a behaviour,Influences,BCIO:050821,health-promoting behaviour,1
BCIO:050647,evaluative belief about the negative consequences of a behaviour,Negatively influences,BCIO:006016,behavioural intention,1
BCIO:050647,evaluative belief about the negative consequences of a behaviour,Negatively influences,MF:0000027,planning,1
BCIO:006154,self-efficacy belief for a behaviour,Negatively influences,BCIO:050647,evaluative belief about the negative consequences of a behaviour,1
BCIO:006154,self-efficacy belief for a behaviour,Influences,BCIO:050821,health-promoting behaviour,1
BCIO:006016,behavioural intention,Positively influences,BCIO:050821,health-promoting behaviour,1
MF:0000027,planning,Positively influences,BCIO:050821,health-promoting behaviour,1
BCIO:006154,self-efficacy belief for a behaviour,Positively influences,MF:0000027,planning,1
MFOEM:000195,affective process,Positively influences,BCIO:006154,self-efficacy belief for a behaviour,1
BCIO:006145,belief about ones social environment,Influences,BCIO:006016,behavioural intention,1
BCIO:006145,belief about ones social environment,Influences,MF:0000027,planning,1
BCIO:006029,belief about ones environment,Influences,BCIO:006016,behavioural intention,1
BCIO:006029,belief about ones environment,Influences,MF:0000027,planning,1
BCIO:050615,cognitive representation of one’s behaviour,Negatively influences,BCIO:006016,behavioural intention,1
BCIO:050615,cognitive representation of one’s behaviour,Negatively influences,MF:0000027,planning,1
BCIO:050300,personal attribute,Influences,MFOEM:000195,affective process,1
MFOEM:000195,affective process,Positively influences,BCIO:006016,behavioural intention,1
MFOEM:000195,affective process,Positively influences,MF:0000027,planning,1
MFOEM:000195,affective process,Influences,BCIO:050821,health-promoting behaviour,1
BCIO:006145,belief about ones social environment,Influences,BCIO:050821,health-promoting behaviour,1
MF:0000033,mental disposition,Part of,BCIO:050300,personal attribute,1
BCIO:006001,social environmental system,Part of,BCIO:050300,personal attribute,1
BCIO:050893,socio-demographic characteristic,Part of,BCIO:050300,personal attribute,1
BCIO:050648,evaluative belief about the positive consequences of a behaviour,Part of,MF:0000008,cognitive process,1
BCIO:050648,evaluative belief about the positive consequences of a behaviour,Part of,MF:0000033,mental disposition,1
BCIO:050647,evaluative belief about the negative consequences of a behaviour,Part of,MF:0000008,cognitive process,1
BCIO:050647,evaluative belief about the negative consequences of a behaviour,Part of,MF:0000033,mental disposition,1
BCIO:006154,self-efficacy belief for a behaviour,Part of,MF:0000008,cognitive process,1
MFOEM:000195,affective process,Part of,MF:0000008,cognitive process,1
MFOEM:000195,affective process,Part of,MF:0000033,mental disposition,1
BCIO:006145,belief about ones social environment,Part of,MF:0000008,cognitive process,1
BCIO:006145,belief about ones social environment,Part of,MF:0000033,mental disposition,1
BCIO:006029,belief about ones environment,Part of,MF:0000008,cognitive process,1
BCIO:006029,belief about ones environment,Part of,MF:0000033,mental disposition,1
BCIO:050615,cognitive representation of one’s behaviour,Part of,MF:0000008,cognitive process,1
BCIO:050615,cognitive representation of one’s behaviour,Part of,MF:0000033,mental disposition,1
BCIO:050800,observational learning,Part of,BCIO:006145,belief about ones social environment,1
BCIO:006041,perceived evaluative behavioural norm,Part of,BCIO:006145,belief about ones social environment,1
BCIO:007041,deliver emotional support BCT,Part of,BCIO:006145,belief about ones social environment,1
BCIO:007040,deliver instrumental support BCT,Part of,BCIO:006145,belief about ones social environment,1
MF:0000033,mental disposition,Influences,BCIO:006016,behavioural intention,1
BCIO:006102,plan enactment,Influences,BCIO:050805,behaviour pattern maintenance,1
BCIO:050805,behaviour pattern maintenance,Transitions to,BCIO:006102,plan enactment,1
BCIO:050328,attitude,Correlates with,BCIO:006099,social influence behaviour,1
BCIO:006099,social influence behaviour,Correlates with,BCIO:006154,self-efficacy belief for a behaviour,1
BCIO:006030,belief about severity of an outcome,Correlates with,BCIO:006052,knowledge,1
BCIO:006030,belief about severity of an outcome,Correlates with,BCIO:050219,belief about health consequences of behaviour,1
BCIO:006031,belief about personal susceptibility,Correlates with,BCIO:006052,knowledge,1
BCIO:006031,belief about personal susceptibility,Correlates with,BCIO:050219,belief about health consequences of behaviour,1
BCIO:050219,belief about health consequences of behaviour,Influences,MF:0000033,mental disposition,1
BCIO:006016,behavioural intention,Influences,BCIO:006070,mental plan for a behaviour,1
BCIO:006016,behavioural intention,Influences,BCIO:006157,mental plan for coping with barriers,1
BCIO:006052,knowledge,Part of,BCIO:050219,belief about health consequences of behaviour,1
BCIO:006030,belief about severity of an outcome,Part of,BCIO:050219,belief about health consequences of behaviour,1
BCIO:006031,belief about personal susceptibility,Part of,BCIO:050219,belief about health consequences of behaviour,1
BCIO:050578,behavioural cue,Part of,BCIO:050219,belief about health consequences of behaviour,1
BCIO:050968,self-awareness process,Part of,BCIO:050219,belief about health consequences of behaviour,1
BCIO:050800,observational learning,Part of,BCIO:006099,social influence behaviour,1
BCIO:050669,group belief,Part of,BCIO:006099,social influence behaviour,1
BCIO:006146,belief about social support,Part of,BCIO:006099,social influence behaviour,1
BCIO:050665,feeling social pressure,Part of,BCIO:006099,social influence behaviour,1
BCIO:006099,social influence behaviour,Part of,MF:0000033,mental disposition,1
BCIO:050640,emotional-relevance appraisal of possible consequences,Part of,BCIO:050328,attitude,1
BCIO:006148,evaluative belief about the consequences of behaviour,Part of,BCIO:050328,attitude,1
BCIO:050763,self-efficacy belief for a behaviour in the face of social pressure,Part of,BCIO:006154,self-efficacy belief for a behaviour,1
BCIO:006044,situational self-efficacy belief for a behaviour,Part of,BCIO:006154,self-efficacy belief for a behaviour,1
BCIO:050762,self-efficacy belief for a behaviour during routine activities,Part of,BCIO:006154,self-efficacy belief for a behaviour,1
BCIO:006070,mental plan for a behaviour,Part of,MF:0000043,capability,1
BCIO:006157,mental plan for coping with barriers,Part of,MF:0000043,capability,1
BCIO:006102,plan enactment,Part of,BCIO:006070,mental plan for a behaviour,1
BCIO:006102,plan enactment,Part of,BCIO:006157,mental plan for coping with barriers,1
BCIO:050844,action planning,Part of,BCIO:006070,mental plan for a behaviour,1
BCIO:050844,action planning,Part of,BCIO:006157,mental plan for coping with barriers,1
BCIO:050624,coping planning,Part of,BCIO:006070,mental plan for a behaviour,1
BCIO:050624,coping planning,Part of,BCIO:006157,mental plan for coping with barriers,1
BCIO:006055,knowledge regarding a threat,Influences,BCIO:006090,social behavioural opportunity,1
BCIO:006305,belief about susceptibility to a threat,Influences,BCIO:006090,social behavioural opportunity,1
BCIO:006154,self-efficacy belief for a behaviour,Influences,BCIO:050683,intention to enact a behaviour,1
BCIO:036113,substance use behaviour,Influences,MFOEM:000212,negative emotion,1
BCIO:050670,group descriptive behavioural norm,Influences,BCIO:006154,self-efficacy belief for a behaviour,1
BCIO:050669,group belief,Influences,BCIO:006154,self-efficacy belief for a behaviour,1
BCIO:006147,evaluative belief about a behaviour,Influences,BCIO:050683,intention to enact a behaviour,1
BCIO:006055,knowledge regarding a threat,Influences,BCIO:006147,evaluative belief about a behaviour,1
BCIO:050596,belief about severity of AIDS,Influences,BCIO:006090,social behavioural opportunity,1
BCIO:050824,knowledge acquisition about reducing harmful behaviours,Transitions to,BCIO:050840,threat-reducing behaviour,1
BCIO:050840,threat-reducing behaviour,Transitions to,BCIO:050819,harm preventing behaviour,1
BCIO:050786,supportive social environmental disposition,Influences,BCIO:006147,evaluative belief about a behaviour,1
BCIO:050670,group descriptive behavioural norm,Type of,BCIO:006090,social behavioural opportunity,1
BCIO:050670,group descriptive behavioural norm,Type of,BCIO:006001,social environmental system,1
BCIO:050669,group belief,Type of,BCIO:006090,social behavioural opportunity,1
BCIO:050669,group belief,Type of,BCIO:006001,social environmental system,1
BCIO:050786,supportive social environmental disposition,Type of,BCIO:006090,social behavioural opportunity,1
BCIO:050786,supportive social environmental disposition,Type of,BCIO:006001,social environmental system,1
BCIO:006149,belief about the personal desirability of consequences of a behaviour,Influences (*),BCIO:006147,evaluative belief about a behaviour,1
BCIO:050648,evaluative belief about the positive consequences of a behaviour,Influences (*),BCIO:006147,evaluative belief about a behaviour,1
BCIO:050840,threat-reducing behaviour,Part of,BCIO:006016,behavioural intention,1
BCIO:050824,knowledge acquisition about reducing harmful behaviours,Part of,BCIO:006016,behavioural intention,1
BCIO:050819,harm preventing behaviour,Part of,BCIO:006016,behavioural intention,1
BCIO:050215,behavioural capability,Positively influences,BCIO:050819,harm preventing behaviour,1
BCIO:006055,knowledge regarding a threat,Positively influences,BCIO:050215,behavioural capability,1
BCIO:006133,behavioural motivation,Positively influences,BCIO:050215,behavioural capability,1
BCIO:006055,knowledge regarding a threat,May influence,BCIO:006133,behavioural motivation,1
BCIO:006133,behavioural motivation,May influence,BCIO:006055,knowledge regarding a threat,1
BCIO:006147,evaluative belief about a behaviour,Part of,BCIO:006133,behavioural motivation,1
BCIO:050327,affective attitude towards a behaviour,Part of,BCIO:006133,behavioural motivation,1
BCIO:006039,perceived norm,Part of,BCIO:006133,behavioural motivation,1
BCIO:006019,belief about consequences of behaviour,Influences (*),BCIO:006147,evaluative belief about a behaviour,1
BCIO:006019,belief about consequences of behaviour,Influences (*),BCIO:050327,affective attitude towards a behaviour,1
BCIO:006148,evaluative belief about the consequences of behaviour,Influences (*),BCIO:006147,evaluative belief about a behaviour,1
BCIO:006148,evaluative belief about the consequences of behaviour,Influences (*),BCIO:050327,affective attitude towards a behaviour,1
BCIO:006145,belief about ones social environment,Influences (*),BCIO:006039,perceived norm,1
BCIO:050819,harm preventing behaviour,Has attribute,BCIO:050601,belief about task complexity,1
BCIO:050235,non-judgmental acknowledgement,Type of,BCIO:050215,behavioural capability,1
MF:0000043,capability,Type of,BCIO:050215,behavioural capability,1
BCIO:006154,self-efficacy belief for a behaviour,Type of,BCIO:050215,behavioural capability,1
BCIO:050836,rewarding behaviour,Type of,BCIO:050215,behavioural capability,1
BCIO:050724,negotiating skill,Type of,BCIO:050215,behavioural capability,1
BCIO:050819,harm preventing behaviour,Type of,BCIO:050215,behavioural capability,1
BCIO:050690,knowledge about threat avoidance,Type of,BCIO:006055,knowledge regarding a threat,1
BCIO:006115,heuristic process,Type of,BCIO:006055,knowledge regarding a threat,1
BCIO:006031,belief about personal susceptibility,Type of,BCIO:006055,knowledge regarding a threat,1
BCIO:050645,evaluative belief about the consequences of one’s behaviour,Type of,BCIO:006055,knowledge regarding a threat,1
BCIO:050656,extrinsic social motivation,Influences,BCIO:006133,behavioural motivation,1
BCIO:006133,behavioural motivation,Influences,BCIO:050801,adherence to healthcare treatment,1
BCIO:006133,behavioural motivation,Influences,BCIO:006006,behavioural self-regulation capability,1
BCIO:050583,behavioural opportunity through information,Influences,BCIO:006056,knowledge regarding treatment,1
BCIO:006115,heuristic process,Influences,BCIO:006056,knowledge regarding treatment,1
BCIO:050851,cognitive bias process,Influences,BCIO:006056,knowledge regarding treatment,1
BCIO:006056,knowledge regarding treatment,Influences,BCIO:006115,heuristic process,1
BCIO:006056,knowledge regarding treatment,Influences,BCIO:050851,cognitive bias process,1
MF:0000041,belief,Influences,BCIO:006056,knowledge regarding treatment,1
BCIO:050806,behavioural consequence,Influences,BCIO:006056,knowledge regarding treatment,1
BCIO:050801,adherence to healthcare treatment,Influences,BCIO:050806,behavioural consequence,1
BCIO:006006,behavioural self-regulation capability,Influences,BCIO:050806,behavioural consequence,1
BCIO:050806,behavioural consequence,Influences,BCIO:050215,behavioural capability,1
BCIO:050806,behavioural consequence,Influences,BCIO:006154,self-efficacy belief for a behaviour,1
BCIO:006056,knowledge regarding treatment,Influences,BCIO:050215,behavioural capability,1
BCIO:006056,knowledge regarding treatment,Influences,BCIO:006154,self-efficacy belief for a behaviour,1
BCIO:006133,behavioural motivation,Influences,BCIO:050215,behavioural capability,1
BCIO:006133,behavioural motivation,Influences,BCIO:006154,self-efficacy belief for a behaviour,1
BCIO:050215,behavioural capability,Influences,BCIO:050801,adherence to healthcare treatment,1
BCIO:050215,behavioural capability,Influences,BCIO:006006,behavioural self-regulation capability,1
BCIO:006154,self-efficacy belief for a behaviour,Influences,BCIO:050801,adherence to healthcare treatment,1
BCIO:006154,self-efficacy belief for a behaviour,Influences,BCIO:006006,behavioural self-regulation capability,1
BCIO:050328,attitude,Part of,BCIO:006133,behavioural motivation,1
BCIO:006146,belief about social support,Influences (*),BCIO:050656,extrinsic social motivation,1
BCIO:006059,motivation to comply,Influences (*),BCIO:050656,extrinsic social motivation,1
MF:0000043,capability,Part of,BCIO:050215,behavioural capability,1
MF:0000043,capability,Part of,BCIO:006154,self-efficacy belief for a behaviour,1
BCIO:006154,self-efficacy belief for a behaviour,Part of,BCIO:050215,behavioural capability,1
BCIO:010117,health status of person source,Part of,BCIO:050806,behavioural consequence,1
BCIO:050593,belief about health status,Part of,BCIO:050806,behavioural consequence,1
BCIO:050597,belief about severity of health condition,Influences,BCIO:050716,motivational disposition to change behaviour,1
BCIO:050614,cognitive representation of an alternative behaviour,Influences,BCIO:050716,motivational disposition to change behaviour,1
BCIO:006031,belief about personal susceptibility,Influences,BCIO:050716,motivational disposition to change behaviour,1
BCIO:050648,evaluative belief about the positive consequences of a behaviour,Influences,BCIO:050716,motivational disposition to change behaviour,1
BCIO:050648,evaluative belief about the positive consequences of a behaviour,Influences,BCIO:050209,individual human behaviour change,1
BCIO:050787,supportive social environmental system,Influences,BCIO:050209,individual human behaviour change,1
BCIO:006090,social behavioural opportunity,Influences,BCIO:050209,individual human behaviour change,1
BCIO:050821,health-promoting behaviour,Influences,BCIO:050787,supportive social environmental system,1
BCIO:050821,health-promoting behaviour,Influences,BCIO:006090,social behavioural opportunity,1
BCIO:006099,social influence behaviour,Influences,BCIO:050787,supportive social environmental system,1
BCIO:006099,social influence behaviour,Influences,BCIO:006090,social behavioural opportunity,1
BCIO:050698,low opportunity to enact a behaviour,Influences,BCIO:050787,supportive social environmental system,1
BCIO:050698,low opportunity to enact a behaviour,Influences,BCIO:006090,social behavioural opportunity,1
BCIO:050597,belief about severity of health condition,Part of,BCIO:006019,belief about consequences of behaviour,1
BCIO:050597,belief about severity of health condition,Part of,BCIO:050614,cognitive representation of an alternative behaviour,1
BCIO:050614,cognitive representation of an alternative behaviour,Part of,BCIO:006019,belief about consequences of behaviour,1
BCIO:006031,belief about personal susceptibility,Part of,BCIO:006019,belief about consequences of behaviour,1
BCIO:006031,belief about personal susceptibility,Part of,BCIO:050614,cognitive representation of an alternative behaviour,1
BCIO:050698,low opportunity to enact a behaviour,Part of,BCIO:006086,behavioural opportunity,1
BCIO:050821,health-promoting behaviour,Part of,BCIO:006086,behavioural opportunity,1
BCIO:050648,evaluative belief about the positive consequences of a behaviour,Part of,BCIO:006019,belief about consequences of behaviour,1
BCIO:050648,evaluative belief about the positive consequences of a behaviour,Part of,BCIO:006154,self-efficacy belief for a behaviour,1
BCIO:006099,social influence behaviour,Influences,BCIO:006082,social role,1
BCIO:006074,social embeddedness,Influences,BCIO:006099,social influence behaviour,1
BCIO:006001,social environmental system,Influences,BCIO:006074,social embeddedness,1
BCIO:006001,social environmental system,Influences,BCIO:006087,financial behavioural opportunity,1
BCIO:006001,social environmental system,Influences,BCIO:050842,role model for a person,1
ADDICTO:0001109,public policy,Influences,BCIO:006087,financial behavioural opportunity,1
BCIO:006090,social behavioural opportunity,Influences,ADDICTO:0001135,alcohol consumption pattern,1
BCIO:006001,social environmental system,Influences,ADDICTO:0001135,alcohol consumption pattern,1
BCIO:050692,legal behavioural constraint,Influences,ADDICTO:0001135,alcohol consumption pattern,1
BCIO:006099,social influence behaviour,Influences,BCIO:006057,learned stimulus-reponse co-occurrence,1
BCIO:006087,financial behavioural opportunity,Influences,MF:0000041,belief,1
BCIO:006099,social influence behaviour,Influences,MF:0000202,personality,1
BCIO:006099,social influence behaviour,Influences,BCIO:050626,depressed mood,1
BCIO:006099,social influence behaviour,Influences,BCIO:050627,depressive disposition,1
BCIO:006082,social role,Influences,ADDICTO:0001135,alcohol consumption pattern,1
ADDICTO:0001135,alcohol consumption pattern,Influences,MF:0000041,belief,1
ADDICTO:0001135,alcohol consumption pattern,Influences,MF:0000202,personality,1
ADDICTO:0001135,alcohol consumption pattern,Influences,BCIO:050626,depressed mood,1
ADDICTO:0001135,alcohol consumption pattern,Influences,BCIO:050627,depressive disposition,1
MF:0000202,personality,Influences,ADDICTO:0001135,alcohol consumption pattern,1
BCIO:050626,depressed mood,Influences,ADDICTO:0001135,alcohol consumption pattern,1
BCIO:050627,depressive disposition,Influences,ADDICTO:0001135,alcohol consumption pattern,1
BCIO:006057,learned stimulus-reponse co-occurrence,Influences,ADDICTO:0001135,alcohol consumption pattern,1
BCIO:050300,personal attribute,Influences,ADDICTO:0001135,alcohol consumption pattern,1
ADDICTO:0001109,public policy,Influences,BCIO:006099,social influence behaviour,1
ADDICTO:0001109,public policy,Influences,BCIO:050842,role model for a person,1
BCIO:006089,physical behavioural opportunity,Influences,MF:0000041,belief,1
BCIO:050692,legal behavioural constraint,Influences,MF:0000041,belief,1
BCIO:006082,social role,Influences,MF:0000041,belief,1
BCIO:050842,role model for a person,Influences,MF:0000041,belief,1
BCIO:006089,physical behavioural opportunity,Influences,ADDICTO:0001135,alcohol consumption pattern,1
ADDICTO:0001109,public policy,Influences,BCIO:006089,physical behavioural opportunity,1
ADDICTO:0001109,public policy,Influences,BCIO:050692,legal behavioural constraint,1
ADDICTO:0001109,public policy,Influences,BCIO:006090,social behavioural opportunity,1
BCIO:006087,financial behavioural opportunity,Influences,ADDICTO:0001135,alcohol consumption pattern,1
BCIO:006090,social behavioural opportunity,Influences,MF:0000041,belief,1
BCIO:006001,social environmental system,Influences,MF:0000041,belief,1
BCIO:050692,legal behavioural constraint,Part of,ENVO:01000254,environmental system,1
BCIO:050692,legal behavioural constraint,Part of,BCIO:006086,behavioural opportunity,1
BCIO:050842,role model for a person,Part of,ENVO:01000254,environmental system,1
BCIO:050842,role model for a person,Part of,BCIO:006086,behavioural opportunity,1
BCIO:006089,physical behavioural opportunity,Part of,ENVO:01000254,environmental system,1
ADDICTO:0001109,public policy,Part of,ENVO:01000254,environmental system,1
ADDICTO:0001109,public policy,Part of,BCIO:006086,behavioural opportunity,1
MF:0000202,personality,Part of,MF:0000033,mental disposition,1
MF:0000202,personality,Part of,MF:0000020,mental process,1
MF:0000202,personality,Part of,BCIO:015161,personal history,1
BCIO:050626,depressed mood,Part of,MF:0000033,mental disposition,1
BCIO:050626,depressed mood,Part of,MF:0000020,mental process,1
BCIO:050626,depressed mood,Part of,BCIO:015161,personal history,1
BCIO:050627,depressive disposition,Part of,MF:0000033,mental disposition,1
BCIO:050627,depressive disposition,Part of,MF:0000020,mental process,1
BCIO:050627,depressive disposition,Part of,BCIO:015161,personal history,1
BCIO:050300,personal attribute,Part of,MF:0000033,mental disposition,1
BCIO:050300,personal attribute,Part of,MF:0000020,mental process,1
BCIO:050300,personal attribute,Part of,BCIO:015161,personal history,1
BCIO:006057,learned stimulus-reponse co-occurrence,Part of,MF:0000033,mental disposition,1
BCIO:006057,learned stimulus-reponse co-occurrence,Part of,MF:0000020,mental process,1
BCIO:006057,learned stimulus-reponse co-occurrence,Part of,BCIO:015161,personal history,1
BCIO:050645,evaluative belief about the consequences of one’s behaviour,Part of,MF:0000041,belief,1
BCIO:050779,social representation of a behaviour,Part of,MF:0000041,belief,1
BCIO:006035,evaluation of self,Part of,MF:0000041,belief,1
BCIO:006035,evaluation of self,Part of,MF:0000202,personality,1
BCIO:006035,evaluation of self,Part of,BCIO:050626,depressed mood,1
BCIO:006035,evaluation of self,Part of,BCIO:050627,depressive disposition,1
BCIO:050588,belief about control over valued outcomes,Part of,MF:0000041,belief,1
BCIO:050588,belief about control over valued outcomes,Part of,MF:0000202,personality,1
BCIO:050588,belief about control over valued outcomes,Part of,BCIO:050626,depressed mood,1
BCIO:050588,belief about control over valued outcomes,Part of,BCIO:050627,depressive disposition,1
BCIO:050776,social influence process,Correlates with,MF:0000041,belief,1
BCIO:050776,social influence process,Correlates with,BCIO:006052,knowledge,1
BCIO:050776,social influence process,Correlates with,BCIO:006005,self-regulation capability,1
BCIO:006005,self-regulation capability,Correlates with,MF:0000041,belief,1
BCIO:006005,self-regulation capability,Correlates with,BCIO:006052,knowledge,1
BCIO:006005,self-regulation capability,Positively influences,BCIO:006006,behavioural self-regulation capability,1
BCIO:050776,social influence process,Positively influences,BCIO:006006,behavioural self-regulation capability,1
BCIO:006052,knowledge,Positively influences,BCIO:006006,behavioural self-regulation capability,1
MF:0000041,belief,Positively influences,BCIO:006006,behavioural self-regulation capability,1
BCIO:050764,self-efficacy belief for a behaviour under conditions of stress,Positively influences,BCIO:006006,behavioural self-regulation capability,1
BCIO:006019,belief about consequences of behaviour,Positively influences,BCIO:006006,behavioural self-regulation capability,1
BCIO:050865,goal conflict reduction process,Positively influences,BCIO:006006,behavioural self-regulation capability,1
BCIO:006006,behavioural self-regulation capability,Positively influences,BCIO:015093,medication use status,1
BCIO:006052,knowledge,Type of,MF:0000041,belief,1
MF:0000041,belief,Type of,BCIO:006052,knowledge,1
BCIO:050764,self-efficacy belief for a behaviour under conditions of stress,Type of,MF:0000041,belief,1
BCIO:050764,self-efficacy belief for a behaviour under conditions of stress,Type of,BCIO:006052,knowledge,1
