31---Information-Motivation-Behavioural Skills Model of Adherence Behaviour	has construct	Adherence behavioural skills
31---Information-Motivation-Behavioural Skills Model of Adherence Behaviour	has construct	Adherence behaviour
Adherence behavioural skills	Influences	Adherence behaviour
Adherence behavioural skills	has annotation	BCIO:050215---behavioural capability
Adherence behavioural skills	has annotation	BCIO:006154---self-efficacy belief for a behaviour
Adherence behaviour	has annotation	BCIO:050801---adherence to healthcare treatment
Adherence behaviour	has annotation	BCIO:006006---behavioural self-regulation capability
31---Information-Motivation-Behavioural Skills Model of Adherence Behaviour	has construct	Evaluation of outcomes
31---Information-Motivation-Behavioural Skills Model of Adherence Behaviour	has construct	Attitude
Evaluation of outcomes	Influences (*)	Attitude
Evaluation of outcomes	has annotation	BCIO:006148---evaluative belief about the consequences of behaviour
Attitude	has annotation	BCIO:050328---attitude
31---Information-Motivation-Behavioural Skills Model of Adherence Behaviour	has construct	Beliefs about outcomes
31---Information-Motivation-Behavioural Skills Model of Adherence Behaviour	has construct	Attitude
Beliefs about outcomes	Influences (*)	Attitude
Beliefs about outcomes	has annotation	BCIO:006019---belief about consequences of behaviour
Attitude	has annotation	BCIO:050328---attitude
31---Information-Motivation-Behavioural Skills Model of Adherence Behaviour	has construct	Attitude
31---Information-Motivation-Behavioural Skills Model of Adherence Behaviour	has construct	Personal motivation
Attitude	Part of	Personal motivation
Attitude	has annotation	BCIO:050328---attitude
Personal motivation	has annotation	BCIO:006133---behavioural motivation
31---Information-Motivation-Behavioural Skills Model of Adherence Behaviour	has construct	Perceptions of social support
31---Information-Motivation-Behavioural Skills Model of Adherence Behaviour	has construct	Social motivation
Perceptions of social support	Influences (*)	Social motivation
Perceptions of social support	has annotation	BCIO:006146---belief about social support
Social motivation	has annotation	BCIO:050656---extrinsic social motivation
31---Information-Motivation-Behavioural Skills Model of Adherence Behaviour	has construct	Motivation to comply
31---Information-Motivation-Behavioural Skills Model of Adherence Behaviour	has construct	Social motivation
Motivation to comply	Influences (*)	Social motivation
Motivation to comply	has annotation	BCIO:006059---motivation to comply
Social motivation	has annotation	BCIO:050656---extrinsic social motivation
31---Information-Motivation-Behavioural Skills Model of Adherence Behaviour	has construct	Objective abilities
31---Information-Motivation-Behavioural Skills Model of Adherence Behaviour	has construct	Adherence behavioural skills
Objective abilities	Part of	Adherence behavioural skills
Objective abilities	has annotation	MF:0000043---personal capability
Adherence behavioural skills	has annotation	BCIO:050215---behavioural capability
Adherence behavioural skills	has annotation	BCIO:006154---self-efficacy belief for a behaviour
31---Information-Motivation-Behavioural Skills Model of Adherence Behaviour	has construct	Self-efficacy
31---Information-Motivation-Behavioural Skills Model of Adherence Behaviour	has construct	Adherence behavioural skills
Self-efficacy	Part of	Adherence behavioural skills
Self-efficacy	has annotation	BCIO:006154---self-efficacy belief for a behaviour
Adherence behavioural skills	has annotation	BCIO:050215---behavioural capability
Adherence behavioural skills	has annotation	BCIO:006154---self-efficacy belief for a behaviour
31---Information-Motivation-Behavioural Skills Model of Adherence Behaviour	has construct	Stable or unstable living conditions
31---Information-Motivation-Behavioural Skills Model of Adherence Behaviour	has construct	Moderating variables
Stable or unstable living conditions	Part of	Moderating variables
Stable or unstable living conditions	has annotation	BCIO:050782---stability of living conditions
31---Information-Motivation-Behavioural Skills Model of Adherence Behaviour	has construct	Ease of access to medication and medical services
31---Information-Motivation-Behavioural Skills Model of Adherence Behaviour	has construct	Moderating variables
Ease of access to medication and medical services	Part of	Moderating variables
Ease of access to medication and medical services	has annotation	BCIO:006088---healthcare access
31---Information-Motivation-Behavioural Skills Model of Adherence Behaviour	has construct	Psychological health
31---Information-Motivation-Behavioural Skills Model of Adherence Behaviour	has construct	Moderating variables
Psychological health	Part of	Moderating variables
Psychological health	has annotation	BCIO:050736---positive mental health
31---Information-Motivation-Behavioural Skills Model of Adherence Behaviour	has construct	Chemical dependency
31---Information-Motivation-Behavioural Skills Model of Adherence Behaviour	has construct	Moderating variables
Chemical dependency	Part of	Moderating variables
Chemical dependency	has annotation	ADDICTO:0001140---substance dependence
31---Information-Motivation-Behavioural Skills Model of Adherence Behaviour	has construct	Viral load
31---Information-Motivation-Behavioural Skills Model of Adherence Behaviour	has construct	Health outcomes
Viral load	Part of	Health outcomes
Health outcomes	has annotation	BCIO:050806---behavioural consequence
31---Information-Motivation-Behavioural Skills Model of Adherence Behaviour	has construct	CD-4 count
31---Information-Motivation-Behavioural Skills Model of Adherence Behaviour	has construct	Health outcomes
CD-4 count	Part of	Health outcomes
Health outcomes	has annotation	BCIO:050806---behavioural consequence
31---Information-Motivation-Behavioural Skills Model of Adherence Behaviour	has construct	Objective health status
31---Information-Motivation-Behavioural Skills Model of Adherence Behaviour	has construct	Health outcomes
Objective health status	Part of	Health outcomes
Objective health status	has annotation	BCIO:010117---health status of person source
Health outcomes	has annotation	BCIO:050806---behavioural consequence
31---Information-Motivation-Behavioural Skills Model of Adherence Behaviour	has construct	Drug resistance
31---Information-Motivation-Behavioural Skills Model of Adherence Behaviour	has construct	Health outcomes
Drug resistance	Part of	Health outcomes
Health outcomes	has annotation	BCIO:050806---behavioural consequence
31---Information-Motivation-Behavioural Skills Model of Adherence Behaviour	has construct	Subjective health status
31---Information-Motivation-Behavioural Skills Model of Adherence Behaviour	has construct	Health outcomes
Subjective health status	Part of	Health outcomes
Subjective health status	has annotation	BCIO:050593---belief about health status
Health outcomes	has annotation	BCIO:050806---behavioural consequence
32---Integrated Theoretical Model for Alcohol and Other Drug Abuse Prevention	has construct	Perceived severity / severity of the problem
32---Integrated Theoretical Model for Alcohol and Other Drug Abuse Prevention	has construct	Motivation to change
Perceived severity / severity of the problem	Influences	Motivation to change
Perceived severity / severity of the problem	has annotation	BCIO:050597---belief about severity of health condition
Motivation to change	has annotation	BCIO:050716---motivational disposition to change behaviour
32---Integrated Theoretical Model for Alcohol and Other Drug Abuse Prevention	has construct	Behavioural options
32---Integrated Theoretical Model for Alcohol and Other Drug Abuse Prevention	has construct	Motivation to change
Behavioural options	Influences	Motivation to change
Behavioural options	has annotation	BCIO:050614---cognitive representation of an alternative behaviour
Motivation to change	has annotation	BCIO:050716---motivational disposition to change behaviour
32---Integrated Theoretical Model for Alcohol and Other Drug Abuse Prevention	has construct	Perceived susceptibility / personal susceptibility
32---Integrated Theoretical Model for Alcohol and Other Drug Abuse Prevention	has construct	Motivation to change
Perceived susceptibility / personal susceptibility	Influences	Motivation to change
Perceived susceptibility / personal susceptibility	has annotation	BCIO:006031---belief about personal susceptibility
Motivation to change	has annotation	BCIO:050716---motivational disposition to change behaviour
32---Integrated Theoretical Model for Alcohol and Other Drug Abuse Prevention	has construct	Outcome expectations
32---Integrated Theoretical Model for Alcohol and Other Drug Abuse Prevention	has construct	Motivation to change
Outcome expectations	Influences	Motivation to change
Outcome expectations	has annotation	BCIO:050648---evaluative belief about the positive consequences of a behaviour
Motivation to change	has annotation	BCIO:050716---motivational disposition to change behaviour
32---Integrated Theoretical Model for Alcohol and Other Drug Abuse Prevention	has construct	Outcome expectations
32---Integrated Theoretical Model for Alcohol and Other Drug Abuse Prevention	has construct	Behaviour change
Outcome expectations	Influences	Behaviour change
Outcome expectations	has annotation	BCIO:050648---evaluative belief about the positive consequences of a behaviour
Behaviour change	has annotation	BCIO:050209---individual human behaviour change
32---Integrated Theoretical Model for Alcohol and Other Drug Abuse Prevention	has construct	Supportive environment
32---Integrated Theoretical Model for Alcohol and Other Drug Abuse Prevention	has construct	Behaviour change
Supportive environment	Influences	Behaviour change
Supportive environment	has annotation	BCIO:050787---supportive social environmental system
Supportive environment	has annotation	BCIO:006090---social behavioural opportunity
Behaviour change	has annotation	BCIO:050209---individual human behaviour change
32---Integrated Theoretical Model for Alcohol and Other Drug Abuse Prevention	has construct	Health-enhancing activities
32---Integrated Theoretical Model for Alcohol and Other Drug Abuse Prevention	has construct	Supportive environment
Health-enhancing activities	Influences	Supportive environment
Health-enhancing activities	has annotation	BCIO:050821---health-promoting behaviour
Supportive environment	has annotation	BCIO:050787---supportive social environmental system
Supportive environment	has annotation	BCIO:006090---social behavioural opportunity
32---Integrated Theoretical Model for Alcohol and Other Drug Abuse Prevention	has construct	Interpersonal situations
32---Integrated Theoretical Model for Alcohol and Other Drug Abuse Prevention	has construct	Supportive environment
Interpersonal situations	Influences	Supportive environment
Interpersonal situations	has annotation	BCIO:006099---social influence behaviour
Supportive environment	has annotation	BCIO:050787---supportive social environmental system
Supportive environment	has annotation	BCIO:006090---social behavioural opportunity
32---Integrated Theoretical Model for Alcohol and Other Drug Abuse Prevention	has construct	Environmental pressures
32---Integrated Theoretical Model for Alcohol and Other Drug Abuse Prevention	has construct	Supportive environment
Environmental pressures	Influences	Supportive environment
Environmental pressures	has annotation	BCIO:050698---low opportunity to enact a behaviour
Supportive environment	has annotation	BCIO:050787---supportive social environmental system
Supportive environment	has annotation	BCIO:006090---social behavioural opportunity
32---Integrated Theoretical Model for Alcohol and Other Drug Abuse Prevention	has construct	Perceived severity / severity of the problem
32---Integrated Theoretical Model for Alcohol and Other Drug Abuse Prevention	has construct	Intrapersonal factors
Perceived severity / severity of the problem	Part of	Intrapersonal factors
Perceived severity / severity of the problem	has annotation	BCIO:050597---belief about severity of health condition
Intrapersonal factors	has annotation	BCIO:006019---belief about consequences of behaviour
Intrapersonal factors	has annotation	BCIO:050614---cognitive representation of an alternative behaviour
32---Integrated Theoretical Model for Alcohol and Other Drug Abuse Prevention	has construct	Behavioural options
32---Integrated Theoretical Model for Alcohol and Other Drug Abuse Prevention	has construct	Intrapersonal factors
Behavioural options	Part of	Intrapersonal factors
Behavioural options	has annotation	BCIO:050614---cognitive representation of an alternative behaviour
Intrapersonal factors	has annotation	BCIO:006019---belief about consequences of behaviour
Intrapersonal factors	has annotation	BCIO:050614---cognitive representation of an alternative behaviour
32---Integrated Theoretical Model for Alcohol and Other Drug Abuse Prevention	has construct	Perceived susceptibility / personal susceptibility
32---Integrated Theoretical Model for Alcohol and Other Drug Abuse Prevention	has construct	Intrapersonal factors
Perceived susceptibility / personal susceptibility	Part of	Intrapersonal factors
Perceived susceptibility / personal susceptibility	has annotation	BCIO:006031---belief about personal susceptibility
Intrapersonal factors	has annotation	BCIO:006019---belief about consequences of behaviour
Intrapersonal factors	has annotation	BCIO:050614---cognitive representation of an alternative behaviour
32---Integrated Theoretical Model for Alcohol and Other Drug Abuse Prevention	has construct	Interpersonal situations
32---Integrated Theoretical Model for Alcohol and Other Drug Abuse Prevention	has construct	Environmental factors
Interpersonal situations	Part of	Environmental factors
Interpersonal situations	has annotation	BCIO:006099---social influence behaviour
Environmental factors	has annotation	BCIO:006086---behavioural opportunity
32---Integrated Theoretical Model for Alcohol and Other Drug Abuse Prevention	has construct	Environmental pressures
32---Integrated Theoretical Model for Alcohol and Other Drug Abuse Prevention	has construct	Environmental factors
Environmental pressures	Part of	Environmental factors
Environmental pressures	has annotation	BCIO:050698---low opportunity to enact a behaviour
Environmental factors	has annotation	BCIO:006086---behavioural opportunity
32---Integrated Theoretical Model for Alcohol and Other Drug Abuse Prevention	has construct	Health-enhancing activities
32---Integrated Theoretical Model for Alcohol and Other Drug Abuse Prevention	has construct	Environmental factors
Health-enhancing activities	Part of	Environmental factors
Health-enhancing activities	has annotation	BCIO:050821---health-promoting behaviour
Environmental factors	has annotation	BCIO:006086---behavioural opportunity
32---Integrated Theoretical Model for Alcohol and Other Drug Abuse Prevention	has construct	Outcome expectations
32---Integrated Theoretical Model for Alcohol and Other Drug Abuse Prevention	has construct	Efficacy expectations
Outcome expectations	Part of	Efficacy expectations
Outcome expectations	has annotation	BCIO:050648---evaluative belief about the positive consequences of a behaviour
Efficacy expectations	has annotation	BCIO:006019---belief about consequences of behaviour
Efficacy expectations	has annotation	BCIO:006154---self-efficacy belief for a behaviour
32---Integrated Theoretical Model for Alcohol and Other Drug Abuse Prevention	has construct	Self-efficacy
32---Integrated Theoretical Model for Alcohol and Other Drug Abuse Prevention	has construct	Efficacy expectations
Self-efficacy	Part of	Efficacy expectations
Self-efficacy	has annotation	BCIO:006154---self-efficacy belief for a behaviour
Efficacy expectations	has annotation	BCIO:006019---belief about consequences of behaviour
Efficacy expectations	has annotation	BCIO:006154---self-efficacy belief for a behaviour
33---Integrated Theory of Drinking Behaviour	has construct	Social interaction
33---Integrated Theory of Drinking Behaviour	has construct	Social roles
Social interaction	Influences	Social roles
Social interaction	has annotation	BCIO:006099---social influence behaviour
Social roles	has annotation	BCIO:006082---social role
33---Integrated Theory of Drinking Behaviour	has construct	Social integration / anomie
33---Integrated Theory of Drinking Behaviour	has construct	Social interaction
Social integration / anomie	Influences	Social interaction
Social integration / anomie	has annotation	BCIO:006074---social embeddedness
Social interaction	has annotation	BCIO:006099---social influence behaviour
33---Integrated Theory of Drinking Behaviour	has construct	Market mechanisms
33---Integrated Theory of Drinking Behaviour	has construct	Physical availability
Market mechanisms	Influences	Physical availability
Physical availability	has annotation	BCIO:006089---physical behavioural opportunity
33---Integrated Theory of Drinking Behaviour	has construct	Social / institutional structures
33---Integrated Theory of Drinking Behaviour	has construct	Social integration / anomie
Social / institutional structures	Influences	Social integration / anomie
Social / institutional structures	has annotation	BCIO:006001---social environmental system
Social integration / anomie	has annotation	BCIO:006074---social embeddedness
33---Integrated Theory of Drinking Behaviour	has construct	Market mechanisms
33---Integrated Theory of Drinking Behaviour	has construct	Social / institutional structures
Market mechanisms	Influences	Social / institutional structures
Social / institutional structures	has annotation	BCIO:006001---social environmental system
33---Integrated Theory of Drinking Behaviour	has construct	Public policy
33---Integrated Theory of Drinking Behaviour	has construct	Social / institutional structures
Public policy	Influences	Social / institutional structures
Public policy	has annotation	ADDICTO:0001109---public policy
Social / institutional structures	has annotation	BCIO:006001---social environmental system
33---Integrated Theory of Drinking Behaviour	has construct	Social / institutional structures
33---Integrated Theory of Drinking Behaviour	has construct	Economic availability
Social / institutional structures	Influences	Economic availability
Social / institutional structures	has annotation	BCIO:006001---social environmental system
Economic availability	has annotation	BCIO:006087---financial behavioural opportunity
33---Integrated Theory of Drinking Behaviour	has construct	Market mechanisms
33---Integrated Theory of Drinking Behaviour	has construct	Models of drinking
Market mechanisms	Influences	Models of drinking
Models of drinking	has annotation	BCIO:006099---social influence behaviour
Models of drinking	has annotation	BCIO:050842---role model for a person
33---Integrated Theory of Drinking Behaviour	has construct	Social / institutional structures
33---Integrated Theory of Drinking Behaviour	has construct	Models of drinking
Social / institutional structures	Influences	Models of drinking
Social / institutional structures	has annotation	BCIO:006001---social environmental system
Models of drinking	has annotation	BCIO:006099---social influence behaviour
Models of drinking	has annotation	BCIO:050842---role model for a person
33---Integrated Theory of Drinking Behaviour	has construct	Public policy
33---Integrated Theory of Drinking Behaviour	has construct	Economic availability
Public policy	Influences	Economic availability
Public policy	has annotation	ADDICTO:0001109---public policy
Economic availability	has annotation	BCIO:006087---financial behavioural opportunity
33---Integrated Theory of Drinking Behaviour	has construct	Formal social controls
33---Integrated Theory of Drinking Behaviour	has construct	Behaviour
Formal social controls	Influences	Behaviour
Formal social controls	has annotation	BCIO:006090---social behavioural opportunity
Formal social controls	has annotation	BCIO:006001---social environmental system
Behaviour	has annotation	ADDICTO:0001135---alcohol consumption pattern
33---Integrated Theory of Drinking Behaviour	has construct	Legal availability
33---Integrated Theory of Drinking Behaviour	has construct	Behaviour
Legal availability	Influences	Behaviour
Legal availability	has annotation	BCIO:050692---legal behavioural constraint
Behaviour	has annotation	ADDICTO:0001135---alcohol consumption pattern
33---Integrated Theory of Drinking Behaviour	has construct	Social interaction
33---Integrated Theory of Drinking Behaviour	has construct	Conditioned responses
Social interaction	Influences	Conditioned responses
Social interaction	has annotation	BCIO:006099---social influence behaviour
Conditioned responses	has annotation	BCIO:006057---learned stimulus-reponse co-occurrence
33---Integrated Theory of Drinking Behaviour	has construct	Economic availability
33---Integrated Theory of Drinking Behaviour	has construct	Cognitive perceptions
Economic availability	Influences	Cognitive perceptions
Economic availability	has annotation	BCIO:006087---financial behavioural opportunity
Cognitive perceptions	has annotation	MF:0000041---belief
33---Integrated Theory of Drinking Behaviour	has construct	Social interaction
33---Integrated Theory of Drinking Behaviour	has construct	Cognitive perceptions
Social interaction	Influences	Cognitive perceptions
Social interaction	has annotation	BCIO:006099---social influence behaviour
Cognitive perceptions	has annotation	MF:0000041---belief
33---Integrated Theory of Drinking Behaviour	has construct	Social interaction
33---Integrated Theory of Drinking Behaviour	has construct	General beliefs / perceptions / personality
Social interaction	Influences	General beliefs / perceptions / personality
Social interaction	has annotation	BCIO:006099---social influence behaviour
General beliefs / perceptions / personality	has annotation	MF:0000041---belief
General beliefs / perceptions / personality	has annotation	MF:0000202---personality
General beliefs / perceptions / personality	has annotation	BCIO:050626---depressed mood
General beliefs / perceptions / personality	has annotation	BCIO:050627---depressive disposition
33---Integrated Theory of Drinking Behaviour	has construct	Social roles
33---Integrated Theory of Drinking Behaviour	has construct	Behaviour
Social roles	Influences	Behaviour
Social roles	has annotation	BCIO:006082---social role
Behaviour	has annotation	ADDICTO:0001135---alcohol consumption pattern
33---Integrated Theory of Drinking Behaviour	has construct	Behaviour
33---Integrated Theory of Drinking Behaviour	has construct	General beliefs / perceptions / personality
Behaviour	Influences	General beliefs / perceptions / personality
Behaviour	has annotation	ADDICTO:0001135---alcohol consumption pattern
General beliefs / perceptions / personality	has annotation	MF:0000041---belief
General beliefs / perceptions / personality	has annotation	MF:0000202---personality
General beliefs / perceptions / personality	has annotation	BCIO:050626---depressed mood
General beliefs / perceptions / personality	has annotation	BCIO:050627---depressive disposition
33---Integrated Theory of Drinking Behaviour	has construct	General beliefs / perceptions / personality
33---Integrated Theory of Drinking Behaviour	has construct	Behaviour
General beliefs / perceptions / personality	Influences	Behaviour
General beliefs / perceptions / personality	has annotation	MF:0000041---belief
General beliefs / perceptions / personality	has annotation	MF:0000202---personality
General beliefs / perceptions / personality	has annotation	BCIO:050626---depressed mood
General beliefs / perceptions / personality	has annotation	BCIO:050627---depressive disposition
Behaviour	has annotation	ADDICTO:0001135---alcohol consumption pattern
33---Integrated Theory of Drinking Behaviour	has construct	Conditioned responses
33---Integrated Theory of Drinking Behaviour	has construct	Behaviour
Conditioned responses	Influences	Behaviour
Conditioned responses	has annotation	BCIO:006057---learned stimulus-reponse co-occurrence
Behaviour	has annotation	ADDICTO:0001135---alcohol consumption pattern
33---Integrated Theory of Drinking Behaviour	has construct	Biological / pharmacological factors
33---Integrated Theory of Drinking Behaviour	has construct	Behaviour
Biological / pharmacological factors	Influences	Behaviour
Biological / pharmacological factors	has annotation	BCIO:050300---personal attribute
Behaviour	has annotation	ADDICTO:0001135---alcohol consumption pattern
33---Integrated Theory of Drinking Behaviour	has construct	Public policy
33---Integrated Theory of Drinking Behaviour	has construct	Models of drinking
Public policy	Influences	Models of drinking
Public policy	has annotation	ADDICTO:0001109---public policy
Models of drinking	has annotation	BCIO:006099---social influence behaviour
Models of drinking	has annotation	BCIO:050842---role model for a person
33---Integrated Theory of Drinking Behaviour	has construct	Social / institutional structures
33---Integrated Theory of Drinking Behaviour	has construct	Social interaction
Social / institutional structures	Influences	Social interaction
Social / institutional structures	has annotation	BCIO:006001---social environmental system
Social interaction	has annotation	BCIO:006099---social influence behaviour
33---Integrated Theory of Drinking Behaviour	has construct	Physical availability
33---Integrated Theory of Drinking Behaviour	has construct	Cognitive perceptions
Physical availability	Influences	Cognitive perceptions
Physical availability	has annotation	BCIO:006089---physical behavioural opportunity
Cognitive perceptions	has annotation	MF:0000041---belief
33---Integrated Theory of Drinking Behaviour	has construct	Legal availability
33---Integrated Theory of Drinking Behaviour	has construct	Cognitive perceptions
Legal availability	Influences	Cognitive perceptions
Legal availability	has annotation	BCIO:050692---legal behavioural constraint
Cognitive perceptions	has annotation	MF:0000041---belief
33---Integrated Theory of Drinking Behaviour	has construct	Social roles
33---Integrated Theory of Drinking Behaviour	has construct	Cognitive perceptions
Social roles	Influences	Cognitive perceptions
Social roles	has annotation	BCIO:006082---social role
Cognitive perceptions	has annotation	MF:0000041---belief
33---Integrated Theory of Drinking Behaviour	has construct	Models of drinking
33---Integrated Theory of Drinking Behaviour	has construct	Cognitive perceptions
Models of drinking	Influences	Cognitive perceptions
Models of drinking	has annotation	BCIO:006099---social influence behaviour
Models of drinking	has annotation	BCIO:050842---role model for a person
Cognitive perceptions	has annotation	MF:0000041---belief
33---Integrated Theory of Drinking Behaviour	has construct	Physical availability
33---Integrated Theory of Drinking Behaviour	has construct	Behaviour
Physical availability	Influences	Behaviour
Physical availability	has annotation	BCIO:006089---physical behavioural opportunity
Behaviour	has annotation	ADDICTO:0001135---alcohol consumption pattern
33---Integrated Theory of Drinking Behaviour	has construct	Public policy
33---Integrated Theory of Drinking Behaviour	has construct	Physical availability
Public policy	Influences	Physical availability
Public policy	has annotation	ADDICTO:0001109---public policy
Physical availability	has annotation	BCIO:006089---physical behavioural opportunity
33---Integrated Theory of Drinking Behaviour	has construct	Public policy
33---Integrated Theory of Drinking Behaviour	has construct	Legal availability
Public policy	Influences	Legal availability
Public policy	has annotation	ADDICTO:0001109---public policy
Legal availability	has annotation	BCIO:050692---legal behavioural constraint
33---Integrated Theory of Drinking Behaviour	has construct	Public policy
33---Integrated Theory of Drinking Behaviour	has construct	Formal social controls
Public policy	Influences	Formal social controls
Public policy	has annotation	ADDICTO:0001109---public policy
Formal social controls	has annotation	BCIO:006090---social behavioural opportunity
Formal social controls	has annotation	BCIO:006001---social environmental system
33---Integrated Theory of Drinking Behaviour	has construct	Cognitive perceptions
33---Integrated Theory of Drinking Behaviour	has construct	Behaviour
Cognitive perceptions	Influences	Behaviour
Cognitive perceptions	has annotation	MF:0000041---belief
Behaviour	has annotation	ADDICTO:0001135---alcohol consumption pattern
33---Integrated Theory of Drinking Behaviour	has construct	Economic availability
33---Integrated Theory of Drinking Behaviour	has construct	Behaviour
Economic availability	Influences	Behaviour
Economic availability	has annotation	BCIO:006087---financial behavioural opportunity
Behaviour	has annotation	ADDICTO:0001135---alcohol consumption pattern
33---Integrated Theory of Drinking Behaviour	has construct	Formal social controls
33---Integrated Theory of Drinking Behaviour	has construct	Cognitive perceptions
Formal social controls	Influences	Cognitive perceptions
Formal social controls	has annotation	BCIO:006090---social behavioural opportunity
Formal social controls	has annotation	BCIO:006001---social environmental system
Cognitive perceptions	has annotation	MF:0000041---belief
33---Integrated Theory of Drinking Behaviour	has construct	Legal availability
33---Integrated Theory of Drinking Behaviour	has construct	Macro / societal level
Legal availability	Part of	Macro / societal level
Legal availability	has annotation	BCIO:050692---legal behavioural constraint
Macro / societal level	has annotation	ENVO:01000254---environmental system
Macro / societal level	has annotation	BCIO:006086---behavioural opportunity
33---Integrated Theory of Drinking Behaviour	has construct	Formal social controls
33---Integrated Theory of Drinking Behaviour	has construct	Macro / societal level
Formal social controls	Part of	Macro / societal level
Formal social controls	has annotation	BCIO:006090---social behavioural opportunity
Formal social controls	has annotation	BCIO:006001---social environmental system
Macro / societal level	has annotation	ENVO:01000254---environmental system
Macro / societal level	has annotation	BCIO:006086---behavioural opportunity
33---Integrated Theory of Drinking Behaviour	has construct	Models of drinking
33---Integrated Theory of Drinking Behaviour	has construct	Macro / societal level
Models of drinking	Part of	Macro / societal level
Models of drinking	has annotation	BCIO:006099---social influence behaviour
Models of drinking	has annotation	BCIO:050842---role model for a person
Macro / societal level	has annotation	ENVO:01000254---environmental system
Macro / societal level	has annotation	BCIO:006086---behavioural opportunity
33---Integrated Theory of Drinking Behaviour	has construct	Market mechanisms
33---Integrated Theory of Drinking Behaviour	has construct	Macro / societal level
Market mechanisms	Part of	Macro / societal level
Macro / societal level	has annotation	ENVO:01000254---environmental system
Macro / societal level	has annotation	BCIO:006086---behavioural opportunity
33---Integrated Theory of Drinking Behaviour	has construct	Social / institutional structures
33---Integrated Theory of Drinking Behaviour	has construct	Macro / societal level
Social / institutional structures	Part of	Macro / societal level
Social / institutional structures	has annotation	BCIO:006001---social environmental system
Macro / societal level	has annotation	ENVO:01000254---environmental system
Macro / societal level	has annotation	BCIO:006086---behavioural opportunity
33---Integrated Theory of Drinking Behaviour	has construct	Social roles
33---Integrated Theory of Drinking Behaviour	has construct	Macro / societal level
Social roles	Part of	Macro / societal level
Social roles	has annotation	BCIO:006082---social role
Macro / societal level	has annotation	ENVO:01000254---environmental system
Macro / societal level	has annotation	BCIO:006086---behavioural opportunity
33---Integrated Theory of Drinking Behaviour	has construct	Physical availability
33---Integrated Theory of Drinking Behaviour	has construct	Macro / societal level
Physical availability	Part of	Macro / societal level
Physical availability	has annotation	BCIO:006089---physical behavioural opportunity
Macro / societal level	has annotation	ENVO:01000254---environmental system
Macro / societal level	has annotation	BCIO:006086---behavioural opportunity
33---Integrated Theory of Drinking Behaviour	has construct	Social interaction
33---Integrated Theory of Drinking Behaviour	has construct	Macro / societal level
Social interaction	Part of	Macro / societal level
Social interaction	has annotation	BCIO:006099---social influence behaviour
Macro / societal level	has annotation	ENVO:01000254---environmental system
Macro / societal level	has annotation	BCIO:006086---behavioural opportunity
33---Integrated Theory of Drinking Behaviour	has construct	Public policy
33---Integrated Theory of Drinking Behaviour	has construct	Macro / societal level
Public policy	Part of	Macro / societal level
Public policy	has annotation	ADDICTO:0001109---public policy
Macro / societal level	has annotation	ENVO:01000254---environmental system
Macro / societal level	has annotation	BCIO:006086---behavioural opportunity
33---Integrated Theory of Drinking Behaviour	has construct	General beliefs / perceptions / personality
33---Integrated Theory of Drinking Behaviour	has construct	Individual level
General beliefs / perceptions / personality	Part of	Individual level
General beliefs / perceptions / personality	has annotation	MF:0000041---belief
General beliefs / perceptions / personality	has annotation	MF:0000202---personality
General beliefs / perceptions / personality	has annotation	BCIO:050626---depressed mood
General beliefs / perceptions / personality	has annotation	BCIO:050627---depressive disposition
Individual level	has annotation	MF:0000033---mental disposition
Individual level	has annotation	MF:0000020---mental process
Individual level	has annotation	BCIO:015161---personal history
33---Integrated Theory of Drinking Behaviour	has construct	Biological / pharmacological factors
33---Integrated Theory of Drinking Behaviour	has construct	Individual level
Biological / pharmacological factors	Part of	Individual level
Biological / pharmacological factors	has annotation	BCIO:050300---personal attribute
Individual level	has annotation	MF:0000033---mental disposition
Individual level	has annotation	MF:0000020---mental process
Individual level	has annotation	BCIO:015161---personal history
33---Integrated Theory of Drinking Behaviour	has construct	Conditioned responses
33---Integrated Theory of Drinking Behaviour	has construct	Individual level
Conditioned responses	Part of	Individual level
Conditioned responses	has annotation	BCIO:006057---learned stimulus-reponse co-occurrence
Individual level	has annotation	MF:0000033---mental disposition
Individual level	has annotation	MF:0000020---mental process
Individual level	has annotation	BCIO:015161---personal history
33---Integrated Theory of Drinking Behaviour	has construct	Cognitive perceptions
33---Integrated Theory of Drinking Behaviour	has construct	Individual level
Cognitive perceptions	Part of	Individual level
Cognitive perceptions	has annotation	MF:0000041---belief
Individual level	has annotation	MF:0000033---mental disposition
Individual level	has annotation	MF:0000020---mental process
Individual level	has annotation	BCIO:015161---personal history
33---Integrated Theory of Drinking Behaviour	has construct	Expectancies about alcohol's effects
33---Integrated Theory of Drinking Behaviour	has construct	Cognitive perceptions
Expectancies about alcohol's effects	Part of	Cognitive perceptions
Cognitive perceptions	has annotation	MF:0000041---belief
33---Integrated Theory of Drinking Behaviour	has construct	Rewarding effects of alcohol with respect to costs
33---Integrated Theory of Drinking Behaviour	has construct	Cognitive perceptions
Rewarding effects of alcohol with respect to costs	Part of	Cognitive perceptions
Rewarding effects of alcohol with respect to costs	has annotation	BCIO:050645---evaluative belief about the consequences of one’s behaviour
Cognitive perceptions	has annotation	MF:0000041---belief
33---Integrated Theory of Drinking Behaviour	has construct	Meanings of alcohol use
33---Integrated Theory of Drinking Behaviour	has construct	Cognitive perceptions
Meanings of alcohol use	Part of	Cognitive perceptions
